Year,Year ending,Offence Subdivision,Offence Group,Offence Description,CSA Drug Type,Offence Count
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK ECSTASY-MDMA/MDA/MDEA/MDA'S,Ecstasy,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK HEROIN,Heroin,3
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK LARGE COMM QTY - COCAINE,Cocaine,2
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK LGE COMM QTY-METHYAMPHETA,Methylamphetamine,2
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATT TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,16
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATTEMPT IMPORT BORDER CONTROLLED DRUG,Not Recorded,2
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATTEMPT TRAFFICK ALPRAZOLAM,Prescription,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,ATTEMPT TRAFFICK GHB,GHB,3
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAF LGE COMM QTY- METHYLAMPHET,Methylamphetamine,2
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,CONSPIRE TRAFFICK HEROIN,Heroin,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT A BORDER CONTROLLED DRUG,Not Recorded,17
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTD DRUG-METHAMPHETAMINE,Methylamphetamine,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTROLLD DRUG-AMPHETAMINE,Methylamphetamine,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTROLLED DRUG - CANNABIS,Cannabis,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTROLLED DRUG - COCAINE,Cocaine,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT BORDER CONTROLLED DRUG - GHB,GHB,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT COMM QTY BORDER CONT DRUG-COCAINE,Cocaine,10
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT COMM QTY BORDER CONTRLLD DRUG-GHB,GHB,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT COMM QTY BORDER CONTROLLED DRUG,Not Recorded,22
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MARKET QTY BORDER CONTROLLED DRUG,Not Recorded,33
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,IMPORT MRK QTY BORDER CONT DRUG-COCAINE,Cocaine,6
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,INT PRMIT USE OF LAND/PRE FOR TRAF D.O.D,Not Recorded,3
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,INT PRMT USE OF LAND/PREM FOR CULT D.O.D,Not Recorded,2
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,POSS COMM QTY IMP BORD CONT DRUG-COCAINE,Cocaine,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,POSS MARK QTY BORD CONT DRUG-SUSP IMPORT,Not Recorded,3
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"TRAF COMM QTY 1,4-BUTANEDIOL (1,4-BD)",GHB,21
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"TRAFF COMM QTY MIXTURE CONTAIN (1,4-BD)",GHB,4
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK - EPHEDRINE,Other,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,"TRAFFICK 1,4-BUTANEDIOL (1,4-BD)",GHB,146
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ALPRAZOLAM,Prescription,39
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK AMPHETAMINE,Amphetamine,93
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ANABOLIC STEROIDS,Other,24
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK BUPRENORPHINE,Prescription,9
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CANNABIS,Cannabis,650
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COCAINE,Cocaine,316
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - AMPHETAMINE,Amphetamine,5
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - CANNABIS,Cannabis,53
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - COCAINE,Cocaine,21
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - ECSTASY,Ecstasy,7
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - GHB,GHB,8
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - HEROIN,Heroin,13
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - KETAMINE,Other,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - MDMA (ECSTASY),Ecstasy,5
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - PRESCRIBED DRUGS,Prescription,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY - PSEUDOEPHEDRINE,Other,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,125
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK COMM QTY-OTHER HALLUCINOGENIC,Other,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CONTROLLED DRUG - MDMA,Ecstasy,3
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK CONTROLLED DRUG-METHAMPHETAMINE,Methylamphetamine,2
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DIAZEPAM,Prescription,22
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DIMETHYLAMPHETAMINE,Methylamphetamine,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPEND LARGE COMM QTY,Not Recorded,9
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE (NOT NAMED),Not Recorded,136
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE COMM QTY,Not Recorded,14
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK DRUG OF DEPENDENCE TO A CHILD,Not Recorded,11
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK ECSTASY (MDMA/MDA/MDEA/MDA'S),Ecstasy,91
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK GHB,GHB,133
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK HEROIN,Heroin,227
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK KETAMINE,Other,77
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - AMPHETAMINE,Amphetamine,3
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - CANNABIS,Cannabis,16
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - COCAINE,Cocaine,19
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - ECSTASY,Ecstasy,6
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - HEROIN,Heroin,7
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LARGE COMM QTY - LSD,Other,1
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LGE COMM QTY - KETAMINE,Other,3
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LGE COMM QTY-METHYLAMPHETAMINE,Methylamphetamine,61
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK LSD,Other,21
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK MARKET QTY CONTRLD DRUG-COCAINE,Cocaine,2
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK MDMA (ECSTASY),Ecstasy,29
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK METHYLAMPHETAMINE,Methylamphetamine,1124
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK OXYCODONE,Prescription,4
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK PSILOCYBIN,Other,5
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK SYNTHETIC CANNABINOID,Cannabis,7
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK TESTOSTERONE,Prescription,7
2022,March,C10 Drug dealing and trafficking,C12 Drug trafficking,TRAFFICK TETRAHYDROCANNABINOL,Cannabis,5
2022,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,ATT CULT NARC PLANT COMM QTY-CANNABIS,Not Coded,1
2022,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,ATT CULTIVATE NARCOTIC PLANT-CANNABIS,Not Coded,2
2022,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CONSPIRE TO CULTIVATE CANNABIS- COMM QTY,Not Coded,5
2022,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULT NARC PLANT COMM QTY-CANNABIS,Not Coded,95
2022,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULT NARC PLANT LGE COMM QTY-CANNABIS,Not Coded,16
2022,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULTIVATE NARCOTIC PLANT-CANNABIS,Not Coded,909
2022,March,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,CULTIVATE NARCOTIC PLANT-NOT CANNABIS,Not Coded,2
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,ATTEMPT TO POSSESS CONTROLLED PRECURSOR,Not Coded,2
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS CONTROLLED PRECURSOR-PSEUDOEPHEDR,Not Coded,1
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS MORE THAN 1 TYPE PRECURSOR CHEMICAL,Not Coded,5
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSS PRECURSOR CHEM-MORE THAN PRESCR QTY,Not Coded,18
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,"POSSESS 1,4-BUTANEDIOL",Not Coded,537
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS A CONTROLLED PRECURSOR,Not Coded,7
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS A TABLET PRESS,Not Coded,18
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS AMMONIA,Not Coded,4
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS EPHEDRINE,Not Coded,1
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS EQUIPMENT FOR TRAFFICKING D.O.D,Not Coded,43
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS FORMALDEHYDE,Not Coded,4
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS GAMMA BUTYROLACTONE,Not Coded,5
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS GAMMA HYDROXYBUTANOIC ACID,Not Coded,38
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS HYDRIODIC ACID,Not Coded,1
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS HYDROBROMIC ACID,Not Coded,16
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS HYDROGEN CHLORIDE,Not Coded,2
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS HYPOPHOSPHOROUS ACID,Not Coded,8
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS IODINE,Not Coded,14
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS ISOSAFROLE,Not Coded,3
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS LITHIUM,Not Coded,2
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS LYSERGIC ACID,Not Coded,1
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MAGNESIUM,Not Coded,2
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MANDELLIC ACID,Not Coded,1
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MATERIAL FOR TRAFFICKING D.O.D,Not Coded,20
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MERCURIC CHLORIDE,Not Coded,3
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS MERCURY,Not Coded,1
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS METHYLAMINE,Not Coded,18
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS NITROMETHANE,Not Coded,3
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PALLADIUM,Not Coded,3
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHENYLACETIC ACID,Not Coded,1
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PHOSPHORUS,Not Coded,1
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS POTASSIUM,Not Coded,1
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS PSEUDOEPHEDRINE,Not Coded,1
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SAFROLE,Not Coded,4
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SODIUM,Not Coded,2
2022,March,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,POSSESS SUBSTANCE FOR TRAFFICKING D.O.D,Not Coded,4
2022,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE CANNABIS,Cannabis,1
2022,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE DRUG OF DEPEND. (NOT NAMED),Not Recorded,1
2022,March,C30 Drug use and possession,C31 Drug use,ATT. TO USE HEROIN,Heroin,1
2022,March,C30 Drug use and possession,C31 Drug use,"USE 1,4-BUTANEDIOL (1,4-BD)",GHB,6
2022,March,C30 Drug use and possession,C31 Drug use,USE AMPHETAMINE,Amphetamine,38
2022,March,C30 Drug use and possession,C31 Drug use,USE CANNABIS,Cannabis,102
2022,March,C30 Drug use and possession,C31 Drug use,USE COCAINE,Cocaine,5
2022,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -HALLUCINOGEN,Other,2
2022,March,C30 Drug use and possession,C31 Drug use,USE DRUG OF DEPEND. -PRESCRIPTION DRUG,Prescription,15
2022,March,C30 Drug use and possession,C31 Drug use,USE ECSTASY,Ecstasy,1
2022,March,C30 Drug use and possession,C31 Drug use,USE GHB,GHB,7
2022,March,C30 Drug use and possession,C31 Drug use,USE HEROIN,Heroin,16
2022,March,C30 Drug use and possession,C31 Drug use,USE METHYLAMPHETAMINE,Methylamphetamine,68
2022,March,C30 Drug use and possession,C31 Drug use,USE OTHER DRUG OF DEPENDENCE,Not Recorded,16
2022,March,C30 Drug use and possession,C32 Drug possession,ATT POSSESS DOD - 4-METHYLMETHCATHINONE,Other,2
2022,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS AMPHETAMINE,Amphetamine,4
2022,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS CANNABIS,Cannabis,8
2022,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS COCAINE,Cocaine,4
2022,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -HALLUCINOGEN,Other,2
2022,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEP. -PRESCR. DRUG,Not Recorded,12
2022,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS DRUG OF DEPEND (NOT NAMED),Not Recorded,9
2022,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS HEROIN,Heroin,2
2022,March,C30 Drug use and possession,C32 Drug possession,ATT. POSSESS METHYLAMPHETAMINE,Methylamphetamine,8
2022,March,C30 Drug use and possession,C32 Drug possession,"ATTEMPT POSSESS 1,4-BUTANEDIOL (1,4-BD)",GHB,9
2022,March,C30 Drug use and possession,C32 Drug possession,ATTEMPT POSSESS ANABOLIC STEROIDS,Other,2
2022,March,C30 Drug use and possession,C32 Drug possession,ATTEMPT TO POSSESS A DRUG OF DEPENDENCE,Not Recorded,11
2022,March,C30 Drug use and possession,C32 Drug possession,CONSPIRE POSSESS CANNABIS,Cannabis,1
2022,March,C30 Drug use and possession,C32 Drug possession,"POSSESS 1,4-BUTANEDIOL (1,4-BD)",GHB,355
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS 4-HYDROXYBUTANOIC ACID (GHB),GHB,108
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS A CONTROLLED DRUG,Not Recorded,8
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS A DRUG OF DEPENDENCE,Not Recorded,787
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 4 POISON,Prescription,538
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 8 POISON,Not Recorded,55
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS A SCHEDULE 9 POISON,Not Recorded,5
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS ACETIC ANHYDRIDE,Other,1
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS ALPRAZOLAM,Prescription,197
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS AMPHETAMINE,Amphetamine,378
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS ANABOLIC STEROIDS,Other,117
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS BUPRENORPHINE,Prescription,35
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS CANNABIS,Cannabis,8243
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS CANNABIS (NOT TRAFFICKING),Cannabis,36
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS CLONAZEPAM,Prescription,2
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS COCAINE,Cocaine,806
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS COMMERCIAL QUANTITY - CANNABIS,Cannabis,1
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS CONTROLLED DRUG - CANNABIS,Cannabis,25
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS CONTROLLED DRUG - MDMA,Ecstasy,9
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS CRACK,Cocaine,6
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS DIAZEPAM,Prescription,273
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS DIMETHYLAMPHETAMINE,Methylamphetamine,2
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPEND. -HALLUCINOGEN,Other,149
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPEND. -PRESCRIPT DRUG,Prescription,3263
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPENDENCE - KETAMINE,Other,169
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS DRUG OF DEPENDENCE (NOT NAMED),Not Recorded,679
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS ECSTASY,Ecstasy,517
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS GHB,GHB,561
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS HEROIN,Heroin,735
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS LSD,Other,117
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS MDEA (ECSTASY),Ecstasy,1
2022,March,C30 Drug use and possession,C32 Drug possession,POSSESS MDMA (ECSTASY),Ecstasy,152
